Image,Benign_Probability,Malignant_Probability,Prediction
f08bf8529f52e8676c657d650bb4bd0c73060543.tif,0.410084,0.589916,Malignant
f0ccbb2272dcf5c95e2f8aa03860a14cb8bed191.tif,0.42016,0.57984,Malignant
f0d1c48bfba82568a3471e783bdee67393ce94c9.tif,0.417268,0.582732,Malignant
f0fb7f7200ea04b7000b413c58077396bb84232f.tif,0.425817,0.574183,Malignant
f161e6350b42ffdc83165e355eae0d785741bf99.tif,0.435107,0.564893,Malignant
f1adf3c5634b0ffe88cd831761f34d6b6d8980d4.tif,0.406059,0.59394,Malignant
f1b9c3b1b29880030e67f30107dac358be9efa0b.tif,0.426546,0.573454,Malignant
f1d80a48200ee928c4c1ff7f36422453b08cc5d0.tif,0.402227,0.597773,Malignant
f25b9092968377665a4932042866a28bb669a10b.tif,0.42633,0.57367,Malignant
f2b599e0e42a5acf47dfd0ff9471effe618e561c.tif,0.422671,0.577329,Malignant
f2b827a6b42358dc0e322c1c04e00aa7747e6693.tif,0.425181,0.574819,Malignant
f2eb26aa50d2346243abfa256fdd4a1d88c24397.tif,0.440367,0.559633,Malignant
f327fb03713c43fb8b4fd502a2b363f4712b5d65.tif,0.421273,0.578727,Malignant
f337b76dde665bc1f9a9b647bcc0d5488357fd13.tif,0.425345,0.574655,Malignant
f34d622e5373d32047315bc250297b0080a97dd8.tif,0.423863,0.576137,Malignant
f38919b8f9df663d8529a64fa421be702e820f04.tif,0.409631,0.59037,Malignant
f3ac928c7a95e3ea04826c6d39af23b3b956ace3.tif,0.408379,0.591621,Malignant
f3c304be0ffde9641564d8b68ec1f8dd17af71cd.tif,0.443695,0.556305,Malignant
f3dafef8b80b207185b6e1e4b95679ae8fc1f052.tif,0.402292,0.597708,Malignant
f3fe403aee2b71d3e4469f19717e896bbcc2934e.tif,0.417239,0.582761,Malignant
f4042a794974c9f6e5185a5c2cb7332398fe9328.tif,0.413801,0.586199,Malignant
f4b6135fe5cb0809c82632dc4e6029dc39423add.tif,0.407899,0.592101,Malignant
f4d613c52c5c3c785e05c6d3ab9e5e569ab1aae6.tif,0.416687,0.583313,Malignant
f50f6d77f39c2377963cdacaed95fc12d0e7f3e3.tif,0.407726,0.592274,Malignant
f54b9ca5ba2fff32286e276fce06ce02c0991264.tif,0.427804,0.572195,Malignant
f5d5e0764c36c68890acd86ed23131a376ed2c5c.tif,0.41143,0.58857,Malignant
f5db717fba1a02cb70ff48929bc99489b5f7367f.tif,0.435757,0.564243,Malignant
f62150e23600e3f65359c754eca7e01cac95d208.tif,0.400892,0.599108,Malignant
f67e14230e398e2ef9c53c024af9f73ca5f3c789.tif,0.443773,0.556227,Malignant
f681607d9551f658329758a8f8817effa3079f66.tif,0.4191,0.5809,Malignant
f6914bd49fd4e0e01903ef6a252f638786242ae4.tif,0.429054,0.570946,Malignant
f6e3ccd1de798e15c932e7a55e07b5acf0e9b965.tif,0.41976,0.58024,Malignant
f6ee1ec2a9f990c84fe762588bf4f68c1b221820.tif,0.415715,0.584285,Malignant
f6efc975c32acb14113803b2735d35ebbe0ca1ef.tif,0.420635,0.579365,Malignant
f70c963cf607e8c7e275d86600c02b474760964a.tif,0.421118,0.578882,Malignant
f798839e914cef4104b66a768b89e32d8a64506b.tif,0.407267,0.592733,Malignant
f79c5126d0c0fe3b7fdf53e3fe1195a2e723e242.tif,0.405632,0.594368,Malignant
f8ef68d709c5df96dea4ca9271aec4d9787e4286.tif,0.410681,0.589319,Malignant
f95416ed7dd02f31fa77793af2dc43bc8f9fd91c.tif,0.430772,0.569228,Malignant
f9ae75193d50b16887e1c5ab836f39808699f924.tif,0.416749,0.583251,Malignant
fa0872ee246865125fbcf057dabbbaeafd271881.tif,0.425522,0.574478,Malignant
fa2c77e1707c2fe7b0016e00736fb6e4b7f09488.tif,0.446552,0.553448,Malignant
fa302108e226a39e547d851744074bf88d2f17e7.tif,0.444343,0.555657,Malignant
fa445c510f190fde926e0d0511c099809db87795.tif,0.406229,0.593771,Malignant
fa485412be16f10e20f67897fe27c10858e53a0d.tif,0.416875,0.583125,Malignant
fa598c2a4f79210290ad6cc084bccfed83e437ea.tif,0.427852,0.572148,Malignant
fa6af4248adcbbb9cf510147b2aa1108b294bf71.tif,0.428032,0.571968,Malignant
fa872dc604cc83f48189615220dd690d8cc2cdcd.tif,0.417423,0.582577,Malignant
faddb977b1ee5d91fb12c1299f7df8b2fa04a5e0.tif,0.462937,0.537063,Malignant
faefee4b8f865a21c1b8f03dcccd88de44f4aff9.tif,0.394156,0.605844,Malignant
fb44baf943b3cfd1acca7da5eae0d57ae1b385ca.tif,0.394777,0.605223,Malignant
fb61e75eb16ced49e22b41e122a032d30fd7508d.tif,0.425818,0.574182,Malignant
fb634979e824f142e0d7ae0530d8d23154a03942.tif,0.42619,0.57381,Malignant
fbb56636d346350a8591f38eb30087d57d7f9de0.tif,0.414037,0.585963,Malignant
fbd728f5728c664f744bf702133e79c844a5f726.tif,0.408182,0.591818,Malignant
fc3e85a1166d55e07bcad7c07a69661c5d66e5c0.tif,0.405064,0.594936,Malignant
fcdf822b28260b07448f5665ae8cb0247dcb61a6.tif,0.406001,0.593999,Malignant
fcfba05b61b969f90347df607b8a3ce81eff70f3.tif,0.42916,0.57084,Malignant
fd036cbaf1a9d04015a37110550f83e4783fb20d.tif,0.421109,0.578891,Malignant
fd46e483aca49129e0fde20486053fa59bdc5294.tif,0.421827,0.578173,Malignant
fd61d0c085d2b9afa4ea0d51bbdd1371aae3f80e.tif,0.410264,0.589736,Malignant
fd73437e483442eb86ac33a9c69a1128de0b6515.tif,0.424992,0.575008,Malignant
fe21078bf8bd8ee2b83f0fdf84f8267d6eea72dc.tif,0.411327,0.588673,Malignant
fe69a1973627dc66682d24470dd26723710ac365.tif,0.393483,0.606517,Malignant
fe7cb5862747164f96406ec24ea7e6e1eba1be0b.tif,0.417738,0.582262,Malignant
fea2f2506a6d84dd3971404bed3cef8e4e8e9a4c.tif,0.416832,0.583168,Malignant
ff0da1b6d6cc49ef66e61ddb1677ec74e128d1f9.tif,0.410455,0.589545,Malignant
ff4b9718787291e7bfbcda1398268f39c9e8a8b4.tif,0.434219,0.565781,Malignant
ff59dde1d82217ace908fe6b4ab34c8e1a7fe8bf.tif,0.401431,0.598569,Malignant
ff783c17dd941c3a4a53e89251f43a05b6718eca.tif,0.459629,0.540371,Malignant
ffb739dba3ce3a46d018c586f92e77db4457d0b9.tif,0.414555,0.585445,Malignant
ffc5bd406db6713d198d175a1b2801c7fe131fa8.tif,0.418523,0.581477,Malignant
fff29b4442ea6ac0a5c098a4f458467044ed21d7.tif,0.435138,0.564862,Malignant
fff4fbf5b7a8a944c4720d1f7bd094e5047e7e7d.tif,0.429639,0.570361,Malignant
